"","predict","y.lower","y.upper"
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr11:96437584-134946516",68203.875,5787.7291330248,382061.420951773
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr16:46385801-88389383",159524.953125,4698.66121953727,238276.567801159
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr17:34725848-62410760",62681.76953125,2776.76762987302,272372.92909847
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr18:18510898-52059136",134757.171875,20460.0370747336,1189349.14223769
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr4:75452279-191044276",59570.453125,2735.72289869934,471901.590677784
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516",114301.0703125,69460.0236376265,1122193.13087311
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr16:46385801-88389383",195643.546875,4712.53111052513,592855.357653935
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr17:34725848-62410760",70364.203125,2764.39725466071,487587.570291579
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr18:18510898-52059136",119650.8515625,7945.98332604024,1318007.08995072
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr4:75452279-191044276",28333.673828125,2992.5580206439,1914708.38704388
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516",75882.859375,72163.3957111316,1050483.98706702
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr16:46385801-88389383",124968.734375,12282.5997410417,821974.164818827
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr17:34725848-62410760",44504.61328125,3291.34721525015,424103.037268939
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr18:18510898-52059136",122808.78125,7472.32113686948,2074191.06149025
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr4:75452279-191044276",47909.31640625,2894.76660314201,2196982.87287355
"H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516",85206.484375,367116.047393725,3521476.1750561
"H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr16:46385801-88389383",124796.046875,16324.5146542788,1433525.587583
"H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr17:34725848-62410760",119028.3046875,16193.2239933311,1119286.91680513
"H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr18:18510898-52059136",92410.3515625,12664.2370116859,3106267.2059529
"H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr4:75452279-191044276",33594.421875,2952.47734154761,2054574.87142836
"H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr11:96437584-134946516",138374.75,40687.278260222,1813270.10903595
"H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr16:46385801-88389383",104599.0703125,18174.0604501218,661870.175732817
"H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr17:34725848-62410760",41251.8359375,5159.62435878816,496222.331772707
"H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr18:18510898-52059136",177824.515625,25123.2502116938,2747706.72823092
"H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr4:75452279-191044276",58785.43359375,10695.0087314397,6765439.27795655
"H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr11:96437584-134946516",92239.3671875,66512.9399731673,1850917.00632888
"H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr16:46385801-88389383",158945.46875,4673.08994503319,643507.298389869
"H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr17:34725848-62410760",46651.9140625,3620.62082985042,476556.286624459
"H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr18:18510898-52059136",105169.2109375,11222.6433698759,2024961.63777927
"H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr4:75452279-191044276",37946.1171875,2645.47972325236,4950502.98371821
"H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr11:96437584-134946516",96924.3125,67692.4458861154,841470.79168563
"H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr16:46385801-88389383",144272.53125,7679.7898357511,481280.621812113
"H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr17:34725848-62410760",41022.0234375,4414.0743364692,442183.808730423
"H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr18:18510898-52059136",138128.984375,8278.85875469816,1877020.94623438
"H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr4:75452279-191044276",38746.67578125,2782.22182742754,1230017.67574323
"H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr11:96437584-134946516",61420.875,37034.5460094948,510994.461983838
"H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr16:46385801-88389383",150687.3125,5082.37231272461,347360.567345733
"H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr17:34725848-62410760",56904.140625,4420.43059258161,356923.88990654
"H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr18:18510898-52059136",134009.75,6642.53491621467,1325103.00201953
"H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr4:75452279-191044276",38960.84765625,1617.19425794856,554372.82211344
