"V1"
"1",222287.271916111
"2",49394.6505897056
"3",Inf
"4",14457.5908959508
"5",25625.9280322779
"6",65657.9856898472
"7",179181.408812397
"8",5776.62073040009
"9",11020.885500729
"10",16316.0301143825
"11",56064.3500941448
"12",114676.66484445
"13",42576.4614652413
"14",27771.9946875567
"15",35488.0022932881
"16",106487.395144154
"17",323826.577090217
"18",143954.050674444
"19",30276.3450334668
"20",22439.2514795209
"21",33617.7008156765
"22",80413.2334922558
"23",68200.9523963901
"24",140121.476791548
"25",34911.0239542437
"26",21650.0807595252
"27",Inf
"28",6478.23583570123
"29",9314.48905694487
"30",22007.7560333014
"31",11351.6629081964
"32",28374.9328250874
"33",67201.2963832584
"34",26006.6050477026
"35",40679.7590965929
"36",69037.8719188592
"37",131099.568560103
"38",30781.0988642581
"39",46859.0998926186
"40",13717.3231616616
"41",4596.45844042301
"42",6128.08978015182
"43",21773.1649616361
"44",13267.7926518917
"45",21007.1426489949
"46",72839.5119508183
"47",48991.6189594845
"48",49175.619742855
"49",61038.7926802611
"50",122467.527236117
"51",27674.2318315504
"52",23005.0954025984
"53",852.856922090056
"54",8072.35754081608
"55",5025.93989217283
"56",12212.1028676033
"57",11860.9764765501
"58",21163.851490736
"59",6100.97204411028
"60",2201.03338217734
"61",52937.0813865683
"62",16858.5233000516
"63",57249.9197941409
"64",13502.7297641635
"65",Inf
"66",Inf
"67",Inf
"68",27152.439865827
"69",3720.75985658168
"70",6530.52929985525
"71",54259.6937756542
"72",Inf
"73",10372.2815173864
"74",21259.982181102
"75",81559.3655171411
"76",129277.668245008
"77",80268.5454120359
"78",34606.2369563574
"79",8905.97958207128
"80",4655.74126309155
"81",13043.4502084851
"82",12690.4836137295
"83",9430.5977965593
"84",9951.03263223175
"85",19068.8518571853
"86",12659.1643872857
"87",43462.8054865899
"88",138309.743453092
"89",283765.049906422
"90",123673.305786851
"91",149873.257506245
"92",17520.992725134
"93",17034.1070631147
"94",24100.5606817011
"95",19733.5946577191
"96",27138.7491453289
"97",66728.9616541885
"98",63071.4879398518
"99",128173.548983271
"100",50411.3350640466
"101",112441.76267767
"102",205711.877884614
"103",53708.1543893516
"104",57332.6575909866
"105",Inf
"106",5497.25095337628
"107",16561.7035666704
"108",5660.42477333546
"109",12685.0941283107
"110",25940.0250304925
"111",2392.38997602462
"112",1794.08793109656
"113",50075.5374825004
"114",139831.308357957
"115",292832.602410919
"116",94120.3663013243
"117",184219.680904151
"118",14726.3639173507
"119",21500.7773768901
"120",32288.2997263672
"121",8542.82107245919
"122",30860.2602159977
"123",127606.494378031
"124",104525.097596526
"125",2776.33388084173
"126",50962.6109616583
"127",255133.79796242
"128",58088.2680300483
"129",46896.7571861162
"130",15733.8102342487
