"predict","y.lower","y.upper"
9737.68218252922,5391.24314835668,90131.9909029946
15902.7920580269,2539.76579535008,161227.465693113
46678.2692047924,26851.0086849941,198750.171150142
5674.15105685538,4448.97668403388,64713.1946558819
6029.57716219945,1008.76729662716,11154.6085308492
31351.6814675271,28865.2882731858,168195.064426419
13372.6203013599,8429.44607216121,50851.1979978552
11220.4118260145,1712.76173250378,167453.91931244
102234.987666011,49294.5157760976,166661.476962898
6423.50327417734,31789.6999522147,116216.380629277
11121.4702059165,2356.42287665606,189482.192945621
102628.621237422,20202.0725871324,142431.755965712
8488.21807375888,8653.88158318398,35059.6700848653
12013.8500226889,2557.47048371037,14832.6876600087
2377576.20557051,6557.53428092974,21359.5458391383
42898.4427424734,6907.47617891434,96814.8757495871
8655.84166740917,2783.48051585258,48044.3628379947
13406.0386654109,1691.75476065279,15544.5053986609
273119184.24242,5278.8039004728,12279.0327605307
43820.4220121968,10705.7944263816,150622.786428696
10067.7118125022,4568.07347813247,31242.3338329804
16524.8892406975,7465.0401952267,13655.5266676545
2150817.90856757,7076.08609329164,17487.4975015819
66837.2159149668,10548.2664021254,117498.233772997
13868.3494096396,6446.57696908713,13456.768866092
19960.1864422326,8566.36013531688,31539.6624957626
3846938.35950345,350970.319668445,Inf
78174.3675351438,9027.5234757662,54872.2501055021
8152.10943573628,4809.3426014483,45477.3440109203
13153.5784088209,4021.73103919627,100573.41277885
523221245.060019,6081.77953017506,22054.6182159033
53902.7242074838,10645.6168442964,128389.041262626
8489.00279340879,5230.62760198118,59891.1808909019
7879.68060686355,1697.06002375483,158765.194325989
502288928.451388,9379.4134031832,50314.253337399
59846.0282571295,30470.4729928982,158794.423638225
6960.46941014529,3751.43707028033,65194.5971245325
10036.4778439536,2175.37779098749,128958.876663896
357643988.397611,5597.09120242299,31841.3914630696
42272.4887293515,15326.5660828352,101505.484063026
7134.06953944994,14755.4797408284,88905.1269406102
9516.38459369971,2824.85901364685,204406.448980296
1957087986.5463,10278.3438798637,86546.8306792641
57778.6163410304,19035.0846983791,111819.082524954
9445.50045435761,5847.39617486301,139565.898236568
16603.5102586352,2502.09365525841,21955.5898115039
79436.1150763625,34375.6106940515,316963.556619151
5978.96613398129,5438.63773578408,96283.3600849196
10433.1807418074,3530.34265014528,20523.2442016602
46547.4873415979,40604.6476327759,250192.139974384
6950.22095533329,14417.6487909258,135960.73279628
18616.8985819001,7728.14760693906,234015.761739099
111124.10813189,60009.4001997735,235185.754992837
2941.15867966307,10250.542235611,64025.6033798452
5495.47945917057,1956.93624992855,25472.4447293062
15652.2430815935,9231.15198351257,59051.0093868403
6639.47805583327,13845.1625539958,52708.734347912
11835.8598358568,3340.16187033059,63241.5570563363
73062.5426595239,9851.73750257489,80693.7820281361
8964.40690478519,2396.95934622735,4889.5880383104
9431.15527119442,1244.1551220119,3823.62748383731
54092.4798309138,7006.47441385686,96457.6627889184
8928.33948673824,3482.77891041338,5178.80583152177
10256.495797853,1747.61787431688,20616.120045513
51726.42543343,9466.44945526125,49444.5933644152
9532.85458905151,50496.1599717609,100552.060333745
16042.3590431255,2526.1294825226,43118.1908861864
51648.9837980851,16460.8078068792,75163.4385474808
8851.32774716863,1183.04091284548,9763.39928171039
9422.22087310949,2391.87332964688,7809.38730178032
967945.260036989,2065.07202050462,8174.18074382097
53192.8712391017,7951.49352078513,86342.1418965881
6264.23516173622,912.40370264649,2371.6180511117
6768.06667320732,1067.46113675833,6008.5164207667
239611183.17974,3703.83110698685,6652.42720872911
57083.5570863675,9002.76056388768,165711.91260826
8939.77055828946,6959.9246609509,42854.9652969229
15488.8472801646,4965.51660439374,18694.7441889644
2046893.17980558,4874.67160544545,68337.4084179124
43692.6039215571,18379.1887060404,171364.932285545
8925.13346961981,4240.33403132113,65630.7876232569
6357.85035204456,1884.83047641814,10784.0597639531
632658.462314662,2150.7126661986,19218.5535847768
71826.7042969774,6594.75958353281,178693.902320412
6423.66232938197,1853.69707456231,3749.48993048072
10897.6274233981,1856.50833058357,22441.9247938688
1570195349.32708,3625.28749048708,6597.52146390083
75934.6892425076,36985.4203793999,168963.785779293
10443.249341166,3673.86066827179,8683.26058402657
12809.3437394398,2809.4574431777,6106.04654866459
4177085949.48098,5748.35760365427,9001.64544764163
46972.778090269,47240.0681819901,155760.17937041
8946.17594633661,21878.1626434624,56034.5520198842
14683.1143717525,3205.1101451069,19245.3451597244
241614410.02369,4276.95823226869,11399.6910250782
74127.7836156521,16007.092253089,86025.5667161074
7147.13540835138,7813.8614138365,138783.522773302
12794.0691207585,7319.02235579495,25789.9589712325
81201.5056927911,10265.9894225001,12045.1558709144
6014.60031653607,34866.8096380838,77304.561212577
11009.5004884403,3001.96613371373,12381.7202619016
54829.4636053706,6878.7021602541,124457.371200506
5829.85937616533,1321.80619777367,3657.494775109
6568.10263137465,6055.94857004658,20232.2171360255
52356.6605480041,4366.54132388533,48703.3135319589
6161.07473992625,6684.65729897468,9480.94035267828
11159.7354539548,5139.7217440009,61686.8426405758
53008.8938023163,11114.922246933,44186.6202403156
6236.33065833573,4698.47408293931,97286.8629518083
6675.0667745972,1107.90019991994,66813.3281387003
159244073.142144,2326.05432578922,57487.2135749774
31698.9384188882,20754.7740390302,187505.592658993
5556.11058719166,6941.78612624851,49312.4807618695
6502.24888847157,2467.52580397576,72541.3640446119
204634126.93386,3311.74414415657,55368.6973776457
31251.3014957714,63369.4568088853,178017.415708965
6155.66572376761,4072.56548289957,84359.3266134122
11649.7431262931,3587.1275999844,113769.571318956
109153085.782579,7312.90487878023,43277.3852181436
58148.8272353548,71670.5714056177,267098.141264792
5753.68193836523,10334.5465439781,72093.9916728313
6180.01908903416,1857.41901561618,106370.183186422
