"predict","y.lower","y.upper"
9.24915105273138,7.52381855972042,9.57897487712662
9.45913102694036,8.66820489734835,10.1513599316787
9.31724856959111,7.45486065813138,9.69990334613215
8.63902528769792,8.38072567875367,10.4769499547716
9.67346313785215,7.58715961261013,10.0185670025527
9.08504126132392,8.85760734763406,10.422808017226
10.0355246370452,7.04184322856383,8.77620350470325
9.37004329641984,8.6575484845435,9.13932642988822
9.12775128711367,8.43972477046465,9.33711952391312
9.55067705687149,6.74945923848336,8.43304138169283
9.38276210444661,7.7205108054791,8.72063836212117
9.58803043748598,8.27176467368619,9.49309477226106
9.69336017857044,7.25462002538847,8.9962008550089
9.18453777797406,8.32224693613912,8.52236775865535
9.51200598891494,8.02197331441427,9.38100900276705
10.5378964121125,13.4211778636879,Inf
10.5479343349914,9.56825849012584,10.209222187469
9.67461405617073,8.5938713370879,8.78424327562496
9.25280895757376,7.87576858439011,8.44585641722532
9.39215026724133,8.17976023106122,9.47604138702407
9.56653191574331,8.59355281018975,9.15171476667862
9.17241783242012,7.24278961836772,9.74297291094103
9.46059656310723,9.30524417858799,10.089990384009
8.79879806295256,8.4916136379734,10.2087178433558
9.46626154728882,7.53642954128901,8.61200341960672
8.9038809123935,8.88812874715815,9.71484829503173
9.1174446192246,8.31698173029795,9.44818289244816
9.13331631422288,7.26174811315534,9.97584437052676
9.64004724578719,8.81186077225799,10.3824602060131
9.12922279553815,8.69818213147728,10.3372245580267
9.60593983502966,7.8656550271614,9.66356719394501
8.94709026189926,8.53008291797773,10.5351505798478
9.3098669000144,7.82644677960981,9.61477063559713
8.97466741167044,8.50505353354665,10.7895601231968
9.39986648119668,8.29040563127356,10.1013819974729
9.19282222603569,8.81900064542838,10.8391373610889
8.30944374457357,7.54055819629325,8.05532789124694
8.35552597375145,8.22794557674024,9.939948090782
9.61877184331497,6.30835870654985,6.90976591001663
9.19938629837829,8.46738898734906,10.0877231881007
9.59704720674536,6.51978713378313,8.34267130693282
9.02603574249996,7.01136665729301,8.51638606998162
9.41063896369756,6.5802396705102,8.67622176139493
9.33915078414996,8.05226380776374,10.1673814440995
9.82438708839136,6.65691577070675,9.89802383042332
9.68367176689218,8.38889418652008,9.74135153935103
9.03326726245881,6.72600916568123,6.99698423904058
9.10660079556055,8.31061004569765,9.18639063433703
9.29965473778518,7.41514852469123,9.15271757475105
9.16382080543964,6.35506197786802,7.43335563624217
9.43917918844799,8.15577961414866,8.56463622929443
9.3691499413341,7.63766037020321,10.1686521295709
9.76988744632534,6.87425197797352,7.1350012129269
9.27145065308844,9.62310138393507,9.92768069741346
9.59233019411955,8.68142763243113,8.96807252577989
9.28996356044759,6.70993368795298,7.32327809255265
9.18360015678022,6.81106574420027,7.60015805681927
9.05009652369138,8.15693147119879,9.6085288737763
9.76729101780407,6.83636712809838,9.76133476026849
9.9610819822086,8.82144780451408,10.3216877602933
9.30549164599194,8.66648603250955,10.2786616916391
9.672368896404,7.04984649145039,7.79787019589441
9.71721099305461,7.49197859810441,7.6107122891909
8.84675154950337,8.6273785108491,10.1416437988261
9.59583351053556,6.98366840228939,8.93260204051944
9.22710888927563,8.31387347883011,8.43119212667525
9.51715462767798,8.08343032949855,9.51128700095196
9.62399996336646,6.93980211313472,6.95004315196465
9.18337081849712,8.72827066854545,10.348914453678
9.95805459180997,6.93544918665662,8.73197082298134
9.11212705092822,8.22857321242367,8.55137727630419
9.35452157788184,6.92062803670504,7.46169279475965
9.4041070645461,8.11389459714152,9.30280841558373
9.57129402843523,6.55969323603589,6.79693305097495
9.77539006225953,8.3935709332695,9.01581080326361
9.50469108539878,6.98782943544241,9.17159826364609
9.75376738211531,7.14025587922491,9.39389331443081
9.38965256447183,7.94791717702328,9.95721221167228
9.72158033614544,7.81119215651967,9.44014882305796
9.80542452753916,9.13869066789576,9.61639631277875
9.24598441984699,8.06448167905969,10.4522753161227
10.2435481827629,7.19996834266612,9.69686496234711
9.91462739284087,9.98506428508493,10.0702872329995
9.2040675909635,8.36419711595821,10.9919737728603
9.53662039523128,7.67492081855823,9.01471055434268
9.53787171257167,8.37691788068963,9.35254011868097
9.28411020944242,7.88720265649953,9.64126427341555
