"predict","y.lower","y.upper"
17185.99609375,1851.62434974312,14457.5908959508
20062.212890625,5815.05136060714,25625.9280322779
15615.4990234375,1728.24316185713,16316.0301143825
20738.494140625,4362.17331439256,35488.0022932881
18314.33203125,1972.70230975748,22439.2514795209
20842.587890625,7027.64789426328,33617.7008156765
14339.9765625,1143.49338498712,6478.23583570123
14798.421875,5753.41277921203,9314.48905694487
17582.27734375,4627.28124481441,11351.6629081964
12638.630859375,853.597045265143,4596.45844042301
14609.3427734375,2254.11069864035,6128.08978015182
16073.986328125,3911.84603661298,13267.7926518917
13767.3359375,1414.62537926436,8072.35754081608
14443.490234375,4114.39441132546,5025.93989217283
18302.423828125,3047.18445703386,11860.9764765501
12268.884765625,674129.739822147,Inf
10958.6630859375,14303.4849610329,27152.439865827
15121.296875,5398.47258055209,6530.52929985525
13794.6982421875,2632.70887184144,4655.74126309155
13641.5810546875,3567.99906290531,13043.4502084851
17704.1640625,5396.75329566004,9430.5977965593
16333.2197265625,1397.98839046061,17034.1070631147
14799.833984375,10995.5308030247,24100.5606817011
19811.12890625,4873.7241578698,27138.7491453289
14416.16015625,1875.12300944328,5497.25095337628
14802.458984375,7245.44842433929,16561.7035666704
18516.71875,4092.78820830586,12685.0941283107
17583.720703125,1424.74497696757,21500.7773768901
14802.458984375,6713.39975976944,32288.2997263672
20078.7109375,5992.00962483883,30860.2602159977
19021.96484375,2606.21700929104,15733.8102342487
19700.234375,5064.86578583716,37614.7138958866
18543.7578125,2506.00913226605,14984.4853616953
20912.033203125,4939.66865253449,48511.6921532728
17711.8984375,3985.45049005747,24376.6746591923
20080.779296875,6761.50410771369,50977.38393456
12169.9013671875,1882.88074893504,3150.53604780137
13997.001953125,3744.13380974159,20742.6675221585
19436.544921875,549.1429041028,1002.01265370846
20723.982421875,4757.07844793796,24045.9818829291
12169.9013671875,678.433954298496,4199.29237079621
14441.9208984375,1109.1693238914,4995.96602100136
13934.935546875,720.712041974067,5861.85720414668
17383.20703125,3140.89731681348,26039.8007368753
15796.013671875,778.147247731684,19891.0235373974
19700.234375,4397.95169001817,17006.5108237863
12169.9013671875,833.813007577014,1093.3309567906
12335.876953125,4066.79315678775,9763.34781415762
13712.720703125,1660.95584303141,9440.05961956086
12169.9013671875,575.39800149575,1691.47403232754
11739.16015625,3483.4540169835,5242.93234854937
13529.8720703125,2074.883673653,26072.9101647293
17331.427734375,967.051718980077,1255.13851115107
14799.833984375,15109.8387570381,20489.763468504
20078.7109375,5892.4528461695,7848.45931398869
12340.677734375,820.516227535905,1515.16268126667
14777.2958984375,907.837814450262,1998.51174855231
14578.361328125,3487.46876981856,14891.2470614017
19399.841796875,931.10041452944,17349.7740158737
14824.6669921875,6778.07084637878,30384.4960909475
20835.94921875,5805.06465864182,29104.8961516029
17177.24609375,1152.68178269267,2435.40950495004
14802.458984375,1793.59739172459,2019.71620750427
20078.7109375,5582.42478823661,25378.1487883318
12335.994140625,1078.86884152889,7574.95008198914
15009.2607421875,4080.08654356002,4587.96627110241
17608.1875,3240.32959187032,13511.3722803592
20187.23046875,1032.56586351991,1043.19474311173
20472.462890625,6175.04018115999,31223.1302618966
14561.0205078125,1028.0809485664,6197.93110734223
17619.10546875,3746.48449933529,5173.87537825106
12169.9013671875,1012.95596833527,1740.09118282796
16944.7421875,3340.56287473439,10968.7808873355
13963.7236328125,706.055069118737,895.097858116033
18061.8203125,4418.56796726584,8232.21836286784
13838.3916015625,1083.36740338803,9619.98768627644
14137.083984375,1261.7512037158,12014.7857295274
15884.3251953125,2829.67509612442,21103.8804823757
13932.650390625,2468.07100906967,12583.5894954727
15034.646484375,9308.56914085151,15008.8651090563
14958.7314453125,3179.50778454543,34623.06356907
17165.2265625,1339.38836225867,16266.5309897959
14696.5693359375,21699.9293786883,23630.3512110122
18476.078125,4290.66544792056,59395.5016604055
12169.9013671875,2153.65314958244,8223.16585441676
12759.9580078125,4345.59462347625,11528.0689491928
14076.2490234375,2662.98421028256,15386.7845428587
